"","C3002","C3003","C3004","C3005","C3006","C3011","C3015","C3016","C3017","C3021","C3022","C3023","H4001","H4004","H4006","H4007","H4008","H4009","H4010","H4013","H4014","H4015","H4016","H4017","H4018","H4019","H4020","H4022","H4023","H4024","H4028","H4031","H4035","H4038","H4040","H4042","H4043","H4044","H4045","M2008","M2014","M2025","M2026","M2027","M2028","M2034","M2039","M2041","M2042","M2047","M2060","M2061","M2068","M2069","M2072","M2075","M2084","P6005","P6009","P6012","P6013","P6014","P6016","P6017","P6018","P6024","P6025","P6028"
"IL1RN",737,253,544,2661,23330,1969,2609,34240,820,1413,151,285,8308,299,7022,342,806,191,370,58,538,100,184,1731,400,1522,733,430,422,24,169,164,1259,217,143,1730,174,219,152,2724,392,454,5720,108,226,144,187,460,154,287,145,94,347,3622,224,216,198,411,1668,4004,1518,285,293,412,553,1015,1763,788
"IL22",15,0,0,0,38,0,103,84,29,24,1,0,69,1,73,2,0,0,7,1,4,0,0,8,0,71,1,0,0,0,1,0,55,0,0,53,0,4,0,78,0,5,45,0,2,0,0,4,0,0,0,1,0,89,0,0,0,0,12,8,43,0,0,0,1,23,19,1
"IL23A",30,5,11,2,151,17,216,285,23,870,6,11,54,7,165,16,7,21,16,5,29,0,9,117,3,558,17,20,32,2,8,21,117,9,10,98,9,22,12,519,19,21,133,18,51,7,6,34,9,2,7,9,14,250,11,6,7,21,46,274,110,89,2,19,30,59,72,9
"IL24",0,0,0,1,571,0,13,5163,0,51,0,1,258,0,8,0,0,1,3,0,4,0,0,19,0,11,1,0,1,0,1,2,0,0,0,26,1,1,0,220,1,1,683,1,0,0,0,1,0,0,2,0,0,585,0,0,0,0,24,36,1,2,4,0,1,27,9,1
"IL26",24,0,5,0,30,10,29,69,3,127,2,3,178,1,74,18,0,0,29,0,17,0,0,12,0,20,0,2,7,2,7,4,13,0,0,40,2,32,0,94,2,14,37,1,12,1,3,6,1,1,5,2,0,55,3,0,0,2,49,23,11,7,1,1,8,33,38,2
"IL27",16,2,0,0,100,3,31,129,3,15,3,0,93,1,7,3,3,2,3,1,10,0,2,3,1,2,0,0,2,1,1,1,7,0,2,9,1,8,0,35,0,11,38,1,0,0,0,4,1,0,0,2,1,18,1,0,1,0,3,5,12,2,0,1,2,10,7,2
"IL36RN",6,1,0,0,15,0,24,25,0,15,1,0,0,0,132,0,0,1,8,0,0,0,0,0,0,84,3,0,0,0,0,0,34,1,0,95,0,6,0,51,0,1,5,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,9,1,12,0,0,0,0,8,17,0
"IL6",52,1,20,0,1651,5,161,8746,19,90,1,4,383,3,38,34,7,7,10,2,22,0,11,45,3,81,6,6,60,5,1,34,37,6,7,65,5,9,7,346,0,32,2640,10,33,9,6,19,2,2,3,3,3,824,6,8,3,4,55,73,42,24,3,6,25,94,81,11
"IL8",656,59,214,44,12344,91,1354,49269,107,5521,25,89,5459,83,4586,348,372,54,732,62,173,305,256,3397,100,3290,301,129,123,71,197,63,3556,178,48,3520,78,332,48,6775,21,262,12486,30,39,63,41,31,16,18,42,32,1779,6547,27,35,37,55,1446,4550,2257,21,79,56,235,599,1597,1047
"INHBA",143,9,188,4,2373,196,96,15569,55,593,16,27,3132,14,232,39,22,38,155,16,66,0,29,238,3,449,18,24,70,18,20,11,319,9,21,541,21,82,25,680,19,66,4465,61,32,40,16,71,9,11,28,19,30,1895,25,13,20,27,225,451,219,64,22,43,60,105,385,31
"INSL4",2,0,0,0,14,0,0,5,1,3,0,0,0,0,1,3,0,0,1,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,12,0,0,0,13,0,0,22,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,6,13,1,0,0,0,0,4,16,0
"IRG1",2,0,0,0,2695,0,30,1879,7,9,2,0,379,0,11,1,2,0,2,0,2,0,1,5,0,2,3,0,4,0,0,2,19,3,0,2,0,1,2,16,0,5,120,1,0,1,1,0,0,0,1,0,0,326,0,0,2,0,2,2,4,0,0,2,1,11,12,22
"KCND3",1729,55,415,31,1735,513,1859,721,571,1789,112,190,1215,233,4367,1413,184,128,2443,178,933,0,110,3464,43,2981,703,161,876,156,415,57,3961,96,151,3455,389,2729,176,2171,249,446,1578,240,244,248,138,365,93,227,216,151,200,1605,192,307,158,179,2891,2463,3824,292,123,364,235,1891,2677,270
"KCNJ15",15,2,12,2,674,9,356,2552,7,441,1,2,1899,0,320,4,5,5,32,0,19,7,3,159,1,138,4,6,12,5,7,9,64,6,4,267,3,25,4,832,4,7,869,6,4,6,3,8,2,0,6,5,7,478,5,5,5,5,119,241,181,13,2,8,14,92,79,20
"KIAA1199",305,69,91,720,6779,783,1105,28764,262,3452,83,104,5957,343,608,241,321,135,267,80,379,0,123,1322,106,947,281,136,536,108,110,183,1467,101,101,2232,129,366,147,618,55,177,3585,152,221,117,60,166,32,73,124,48,135,4260,91,80,66,157,408,2121,2171,78,61,112,210,448,1205,120
"KLK10",23,10,12,14,1743,125,31,2877,28,1407,14,20,3,9,1378,21,31,19,14,6,14,0,22,59,13,8,9,41,8,14,11,4,7,5,19,57,12,27,8,993,14,34,533,14,15,24,5,16,18,6,14,14,22,443,14,23,15,14,166,2774,9,9,5,14,17,7,17,9
"KLK6",1,2,1,0,496,27,0,1060,1,37,0,1,1,0,97,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,1,0,0,0,0,0,1,1,0,100,0,0,85,1,1,0,0,0,1,0,0,0,0,63,0,0,0,0,2,290,0,2,2,0,0,0,0,0
"KRT16",7,0,0,17,52,1,1,298,0,2,1,0,0,1,44,1,1,0,3,0,0,0,1,8,0,13,1,0,0,1,0,0,1,1,0,49,0,1,0,12,1,0,60,0,0,0,0,0,0,0,0,0,0,50,1,1,0,0,5,62,0,0,1,0,0,2,4,0
"KRT17",0,0,1,14,85,8,28,233,1,18,0,1,0,0,53,0,1,2,2,1,3,0,0,20,2,5,0,1,2,2,0,0,2,0,0,11,0,0,0,22,1,16,63,0,1,2,1,1,0,1,0,0,2,51,0,0,0,2,6,97,2,0,0,0,2,3,8,3
"KRT23",12,1,1,15,232,6,71,391,0,70,4,1,51,3,74,3,1,27,12,4,5,0,25,35,3,25,8,3,23,14,23,12,17,4,5,59,1,9,15,169,2,3,69,7,8,3,4,7,1,2,1,0,4,21,0,4,4,20,11,47,30,8,7,3,4,14,7,6
"KRT6A",0,0,0,3,108,3,3,1234,1,8,0,1,1,0,244,0,0,1,3,0,0,0,0,22,5,26,0,0,0,0,0,0,5,0,0,156,0,3,0,112,0,1,348,0,0,0,0,0,0,0,0,0,0,239,0,0,1,0,20,56,45,0,1,0,3,3,32,1
"KRT6B",56,2,0,52,144,9,27,760,3,357,0,0,6,0,154,0,15,0,1,0,1,0,0,22,0,63,0,1,6,0,8,0,20,0,4,223,0,3,0,96,1,17,1083,0,0,0,2,5,0,0,0,0,0,162,0,2,0,2,99,108,65,1,2,6,15,10,347,1
"KRT7",37,11,15,93,547,170,142,522,27,641,16,28,20,21,1092,14,24,22,96,20,17,0,28,535,9,156,7,48,41,44,16,6,53,9,27,391,23,97,23,881,12,90,340,29,20,16,2,26,7,13,28,4,27,820,20,20,14,20,372,860,171,20,16,28,58,67,539,13
"KRT80",13,15,18,68,125,43,43,223,21,771,4,20,3,4,433,4,9,9,37,5,8,0,10,109,4,38,13,12,9,4,3,3,29,4,4,170,9,14,8,658,6,18,231,8,4,9,1,15,3,6,9,2,5,180,6,1,7,5,212,225,45,21,6,13,28,11,41,2
"KRTAP5-2",4,2,1,2,15,3,22,2,5,18,0,2,0,6,33,6,3,1,7,0,5,0,0,35,4,26,17,2,3,2,26,3,19,0,3,16,1,15,2,26,0,7,5,1,4,1,1,7,3,1,1,0,5,9,1,3,2,1,32,42,26,1,1,0,4,23,24,5
"KYNU",274,11,119,39,2327,144,776,3720,169,1873,71,96,2175,23,2974,160,166,113,174,48,275,7,132,579,43,1200,53,127,253,110,48,219,411,72,47,429,89,340,67,1056,85,389,1343,110,250,107,99,253,45,54,91,77,108,1325,91,90,58,61,1035,1165,600,254,36,244,197,407,845,90
"LBP",2,0,2,0,21,1,7,49,1,63,0,0,1049,0,21,0,5,2,24,0,1,0,1,27,0,29,0,1,6,0,2,2,7,1,1,63,0,17,1,426,0,4,30,1,0,0,0,3,1,0,5,0,0,54,0,0,0,0,63,47,12,0,2,2,8,14,26,3
"LCN2",23847,3523,986,4060,81632,2337,114445,8268,9525,92377,2908,8439,701,20693,244418,18043,8237,2865,48820,5255,26360,27,2640,107069,4793,62636,15881,3503,17928,1105,28140,5742,97450,3555,3811,119581,11592,59483,3404,174194,3330,10295,54726,4497,5844,1921,1369,10599,4372,1949,2166,1583,5969,28430,3442,2740,3200,5063,137466,91261,81465,875,7446,4113,4239,23747,57027,13414
"LILRA2",21,4,41,2,325,43,110,790,11,146,16,31,339,2,120,21,19,15,18,9,22,13,11,59,10,32,8,43,12,25,5,12,59,4,22,88,35,34,27,213,22,19,240,23,48,8,12,22,17,10,21,6,26,196,17,7,9,4,35,129,57,16,3,38,21,36,103,14
"LILRA3",45,0,28,9,412,225,423,5019,25,394,6,12,444,1,75,23,20,10,66,1,2,2,10,50,1,69,4,11,2,8,11,2,72,8,6,112,4,86,1,628,14,24,154,9,6,8,5,23,5,19,25,6,2,638,24,3,7,3,240,126,79,5,5,0,25,33,158,4
"LILRA5",90,1,79,18,869,49,358,1980,33,297,7,53,846,5,216,24,82,20,63,28,77,67,11,204,9,157,20,40,21,51,20,15,126,7,23,364,17,51,10,734,19,60,706,12,38,32,22,28,23,32,23,15,30,704,27,11,17,6,167,285,143,30,6,32,57,98,256,52
"LILRA6",104,3,62,9,331,38,227,1044,40,347,54,45,607,10,156,37,24,34,36,16,12,2,44,54,18,57,27,83,7,23,7,21,90,19,12,181,53,75,31,338,25,54,471,33,54,51,54,54,28,16,29,12,31,250,31,10,23,29,127,103,114,5,6,62,47,50,107,28
"LILRB2",319,40,316,96,1999,482,1278,6495,246,1534,143,216,3164,52,368,212,261,204,285,80,320,20,207,433,57,353,52,264,72,208,74,67,368,69,115,798,178,509,179,1363,167,449,1204,104,212,194,138,400,98,143,180,129,168,2151,187,124,97,69,658,713,486,183,37,268,300,491,899,157
"LILRB3",37,1,7,3,141,8,126,743,10,227,10,11,249,4,50,28,8,8,6,5,13,0,14,31,8,18,8,24,5,19,1,10,31,6,13,112,19,50,10,125,1,16,207,5,9,8,8,31,8,4,4,6,6,92,11,8,10,8,45,74,23,2,0,32,12,26,34,10
"LINC00514",0,5,0,0,1,0,4,0,0,6,0,133,0,0,3,4,1,0,0,1,3,0,1,2,0,0,0,1,0,0,1,7,1,3,1,1,5,0,0,0,0,1,0,0,46,0,0,2,0,0,0,0,3,1,0,0,0,1,3,5,3,0,0,0,141,2,5,4
"LINC00922",2,0,4,1,8,13,4,14,0,23,0,4,17,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,5,0,2,13,4,2,1,0,0,0,0,0,0,0,22,0,0,0,1,9,6,2,0,1,0,0,2,1,0
"LINC01010",1,0,3,0,8,5,1,19,1,14,0,1,23,0,2,3,4,0,5,2,9,1,4,1,0,1,2,6,1,0,0,3,6,0,0,3,0,19,2,7,0,25,13,4,0,1,0,7,0,0,1,0,3,0,0,1,0,2,6,19,7,0,1,4,2,6,6,2
"LIPN",5,0,1,0,56,3,9,179,1,22,0,1,26,0,3,2,0,0,2,0,0,0,0,2,0,10,1,0,3,1,0,3,7,0,0,18,0,2,1,69,1,2,60,4,0,2,0,2,0,0,0,1,0,37,0,0,0,0,11,32,16,1,0,1,0,6,3,3
"LUCAT1",4,0,0,8,77,2,62,198,1,65,0,0,21,0,54,0,3,0,15,2,5,0,1,22,0,44,0,0,3,0,0,0,33,0,1,101,1,4,0,42,0,1,34,0,0,0,0,0,1,0,0,0,3,59,0,1,0,0,12,47,39,1,1,0,1,21,56,0
"LY6D",3,3,8,6,72,3,11,52,11,70,0,11,1,0,676,3,0,1,0,0,0,0,0,3,0,14,0,0,4,0,0,0,7,0,0,23,0,3,0,361,1,7,41,0,0,0,0,0,0,0,0,0,2,494,0,0,0,0,45,28,5,0,0,1,0,17,3,0
"LYPD1",39,0,8,0,67,20,14,110,7,88,3,2,78,2,132,1,5,1,7,7,2,0,2,58,0,63,0,3,4,3,0,3,39,6,4,145,5,22,5,209,1,16,181,3,7,1,2,3,2,4,7,0,2,47,2,1,5,2,20,40,23,31,1,2,2,14,18,1
"LYPD5",575,37,98,87,347,233,757,309,149,1168,46,64,162,146,2015,141,87,27,325,41,120,0,29,382,53,1287,61,47,99,66,99,38,2457,47,44,1231,20,283,47,780,38,113,820,27,48,22,29,96,18,22,16,17,59,207,58,6,29,85,527,235,711,13,44,49,51,212,578,64
"MAK",5,2,2,1,38,4,18,93,3,19,1,2,12,0,13,0,0,2,5,0,3,0,1,7,0,17,2,3,2,1,2,0,9,0,1,16,1,10,8,25,0,0,19,3,5,1,1,1,0,2,2,0,6,34,0,0,1,0,8,19,7,3,0,1,0,7,12,0
"MARCO",38,4,22,1,73,16,100,419,12,15,22,25,215,4,20,8,11,4,7,0,15,5,4,25,1,8,6,31,4,2,2,20,5,0,4,126,20,84,4,82,5,101,39,3,43,4,8,5,12,2,12,7,66,127,2,1,19,8,17,86,11,1,3,7,52,14,151,4
"MDFI",37,6,33,90,151,72,102,247,21,330,5,13,221,27,370,26,32,19,51,21,19,0,10,145,2,71,8,27,24,10,11,18,58,4,9,345,5,39,9,321,2,21,198,13,23,12,4,16,9,6,9,16,9,137,22,11,9,12,128,245,97,9,4,25,15,67,136,11
"MEFV",103,15,36,9,856,69,314,1715,52,444,17,36,1353,13,204,41,21,50,56,17,68,0,21,94,21,121,19,56,33,50,20,16,108,26,20,162,27,73,30,291,42,76,471,20,30,32,12,57,16,19,26,17,25,324,25,22,15,15,100,138,178,29,3,67,38,90,141,50
"MIR31HG",1,0,12,0,18,2,0,32,0,9,0,0,1,0,18,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,13,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,13,0,59,0,0,0,4,3,4
"MMP10",183,5,97,24,1043,180,156,4344,182,406,2,27,327,2,2029,2,30,9,1039,2,36,0,6,1674,0,3171,2,2,9,5,0,2,661,2,2,3481,6,300,2,1862,4,111,1274,17,2,13,3,5,1,6,13,1,34,2829,0,3,4,4,891,710,525,17,35,7,66,295,1687,9
"MMP12",5053,489,1797,764,6616,3058,22375,23953,2557,10622,460,1316,4390,156,9159,2264,2847,894,7556,346,2484,19,1122,8336,250,13783,480,1276,1541,1348,242,379,4956,548,576,21742,439,2297,274,30968,311,4454,23894,1439,1205,2496,1005,2518,338,762,959,382,1261,22921,627,719,821,396,14482,22179,4493,1042,365,729,2578,4426,24582,497
"MMP3",427,47,700,137,7839,736,4991,149478,568,11269,33,136,141912,12,3428,31,450,37,2737,53,139,2,23,5660,11,8393,11,49,23,24,19,10,558,9,36,8090,21,1511,18,3703,45,109,27104,44,51,94,32,45,31,79,48,23,188,46209,30,66,47,19,5913,3221,4478,109,138,124,471,1418,8087,43
"MMP7",59,2,38,26,1809,1074,885,679,116,3903,4,26,16,1,10292,30,11,6,253,10,105,0,4,1865,4,1757,2,12,195,3,7,8,1031,15,9,2021,16,218,4,6577,9,1227,3631,67,19,12,6,26,3,12,7,8,20,4152,13,12,26,24,3783,13695,1034,43,63,4,61,462,1555,26
"MMP8",0,1,2,0,27,1,5,39,2,0,0,0,80,0,6,2,0,0,1,1,0,0,0,4,0,3,1,0,0,0,0,0,3,0,2,7,1,3,0,3,0,0,125,1,1,0,0,1,0,0,0,0,1,17,0,1,0,0,8,4,8,0,2,0,1,6,12,0
"MNDA",486,35,538,46,2586,559,1395,7978,320,2254,192,268,4370,47,1176,367,130,316,473,89,405,17,295,729,88,718,148,275,254,319,89,116,558,183,87,1089,185,624,217,2926,227,581,3585,304,431,248,178,626,120,112,222,142,221,1816,315,175,192,126,858,1231,1193,341,82,475,308,878,745,245
"MS4A18",1,0,0,0,1,0,1,1,2,0,0,1,8,0,0,1,1,0,0,0,0,0,2,0,2,0,0,1,0,2,6,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,30,0,0,0,46,2,41
"MUC5AC",401,84,386,405,1450,162,111,1219,30,685,26,121,5,24,479,24,7,9,6,12,7,0,7,77,4,71,18,19,9,7,4,7,36,6,24,39,13,16,2,570,7,11,307,2,6,12,20,34,9,48,153,40,10,125,5,14,22,4,227,524,30,4,5,12,19,42,260,13
"MUCL1",6,0,0,0,5,1,0,78,1,1,0,0,26,0,1,0,0,0,0,0,0,0,0,10,0,3,1,0,2,0,0,0,2,0,0,7,0,0,0,10,0,2,0,0,0,1,1,0,0,0,0,0,1,11,0,1,0,0,14,6,1,1,0,0,1,1,2,0
"MYBPH",3,2,0,0,11,1,4,44,0,10,1,0,27,1,2,0,1,0,1,0,1,0,0,9,0,1,0,0,1,1,0,0,2,1,0,9,1,1,1,3,0,5,4,0,4,0,0,0,1,2,0,0,0,21,1,0,1,0,0,9,5,1,0,0,1,1,8,0
"NAMPTL",162,76,49,95,392,63,509,831,143,330,37,71,546,58,442,109,39,68,142,46,68,28,85,200,93,257,85,56,92,89,98,70,393,64,17,265,33,55,38,305,43,68,542,42,39,62,40,120,33,68,62,51,59,199,57,62,56,58,125,197,447,116,60,50,70,145,147,73
"NCF2",916,103,561,230,2918,1039,1774,7224,340,3644,300,410,6801,134,1743,569,404,489,655,302,785,67,399,1194,143,1057,175,584,441,425,204,382,935,303,234,1902,435,1025,402,3857,402,933,3589,519,821,324,278,817,220,211,299,217,498,2106,322,313,283,286,1744,2397,1522,608,133,640,493,1167,1643,506
"NFE2",12,0,16,4,192,21,111,637,4,145,4,7,253,0,106,6,11,0,9,4,8,2,2,73,0,17,1,5,2,5,2,3,29,6,5,64,3,14,5,256,5,8,406,5,19,2,5,10,3,2,10,5,7,310,8,6,5,10,57,101,45,5,4,8,11,28,32,11
"NFE4",2,0,2,0,35,10,11,70,0,12,0,1,16,1,20,0,1,1,3,1,0,6,0,9,0,3,1,0,0,0,2,0,2,2,0,8,0,0,0,10,1,1,54,3,2,1,0,1,0,0,0,0,0,5,0,0,0,0,9,15,18,3,0,1,0,2,5,2
"NLRP12",19,1,20,3,66,25,22,162,1,55,3,3,77,2,23,9,1,5,9,6,3,0,0,23,1,6,2,5,3,2,6,1,9,4,3,44,6,4,9,145,2,5,139,11,4,1,1,1,1,0,4,0,5,77,2,0,0,6,14,35,20,5,1,4,5,25,18,7
"NOS2",18833,1020,1121,982,21376,1002,36997,2907,6630,48635,837,790,219,3882,118141,3400,979,1017,13493,3160,4269,12,2558,17380,1012,42666,1991,2483,1359,1336,3855,1103,65971,2791,1960,64591,1084,13305,1221,57814,1548,4078,17599,1384,1322,908,595,1836,790,1537,1908,1076,2350,15878,1127,1152,1294,1418,25689,8794,45584,952,1441,1491,694,8580,34185,1650
"NOTUM",7,0,8,2,47,12,5,185,3,12,2,1,17,2,22,0,6,2,8,6,5,0,3,4,1,0,2,0,2,1,0,0,2,0,1,6,2,13,5,26,1,4,8,2,1,1,0,2,0,1,2,1,3,24,0,0,1,1,10,4,1,5,0,2,5,12,16,2
"NPM1P47",10,1,0,0,6,1,47,3,10,11,0,2,0,8,27,1,0,2,11,0,2,0,3,29,2,64,1,0,1,1,2,0,108,2,0,32,0,2,0,27,1,2,9,0,1,0,2,0,0,0,0,0,1,2,0,1,0,0,3,10,39,0,4,2,0,4,11,0
"NR4A3",170,19,75,33,802,50,185,2046,70,367,21,88,728,9,81,44,153,32,49,31,65,17,54,93,21,196,13,51,149,26,23,19,108,28,28,247,27,72,19,271,25,74,1558,33,60,38,32,38,22,18,42,20,32,378,23,32,23,27,101,331,146,75,22,90,194,93,196,44
"OIT3",1,3,16,4,45,74,6,120,2,54,0,6,71,3,32,9,2,9,9,4,9,0,5,22,0,7,6,9,7,1,7,4,8,4,3,30,2,5,11,33,1,3,57,3,9,3,4,5,1,1,6,2,0,16,0,2,3,4,111,78,60,2,4,2,10,12,32,5
"OLFM4",211186,1431,135582,98877,262747,247479,250830,95395,109522,29386,13699,38521,6563,27507,325292,97038,8657,1014,60469,1616,14637,28,749,64821,314,76868,12375,5041,1161,19946,14555,508,39631,9031,3991,135525,31444,123763,689,95922,12673,58423,294172,617,17984,12120,1628,1000,15747,2464,1365,2330,1363,100212,969,1931,1364,2323,186274,100453,283504,70594,14548,9329,26443,73677,345482,58614
"OR4C6",0,0,2,0,6,0,0,10,2,12,0,1,22,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,4,0,1,3,3,1,0,0,4,0,0,7,0,0,0,0,0,0,0,1,1,0,8,2,1,0,0,11,0,7,1,0,0,0,6,3,0
"ORM1",0,0,0,0,27,0,2,92,0,9,0,0,111,0,20,0,4,1,2,0,1,0,0,2,0,0,0,0,1,0,0,0,8,2,0,3,1,1,0,27,4,42,36,0,0,0,0,0,0,2,0,0,0,50,1,0,0,0,2,1,0,0,0,8,0,1,0,3
"OSM",36,1,30,2,1487,14,159,5564,18,354,0,11,364,4,346,19,19,3,12,3,8,69,10,285,4,60,20,6,19,1,28,7,311,10,3,134,1,10,1,1028,4,18,1628,2,12,9,1,3,0,0,6,2,106,312,5,2,2,1,87,395,101,5,8,7,8,38,54,118
"PADI4",11,6,24,5,87,15,18,101,5,26,2,3,96,4,28,1,3,2,10,6,8,3,2,19,8,35,5,18,14,6,7,24,29,9,4,41,3,4,6,228,7,5,290,6,10,5,5,3,1,1,1,4,3,78,3,4,9,3,19,91,18,22,3,8,10,33,20,25
"PAEP",10,0,1,0,3,10,3,23,3,10,1,0,9,0,3,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,1,4,0,4,0,0,14,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,2,9,0,0,0,0,2,4,9,0
"PANX2",1,0,0,1,12,3,11,83,2,19,2,4,17,1,4,2,0,3,0,7,1,0,4,8,0,1,0,1,3,2,1,2,4,3,2,6,2,0,2,17,1,7,28,2,4,1,0,1,0,0,2,1,1,17,1,1,2,2,4,15,4,4,2,1,3,7,10,1
"PCSK9",945,643,644,424,999,770,365,337,513,1346,91,470,120,519,4626,960,415,151,828,68,558,0,163,2056,69,583,477,319,312,206,715,148,507,92,174,1578,232,868,182,1859,340,387,1259,44,78,57,98,96,83,77,87,16,674,452,342,79,206,407,2289,1719,1004,142,230,428,474,1182,1445,777
"PDPN",427,28,584,42,1686,1264,1821,5952,227,2287,61,129,7441,26,423,132,306,158,432,123,254,0,91,1037,21,607,28,178,243,166,58,85,149,61,117,1329,65,373,89,2306,128,383,3775,155,238,171,78,173,65,88,119,70,89,3331,135,167,70,64,1034,2273,1341,176,50,240,196,543,1290,95
"PF4",35,24,10,42,132,40,324,61,124,447,11,48,14,111,574,42,95,30,61,20,56,0,29,272,13,66,52,39,54,15,33,31,99,33,17,270,32,132,6,692,14,37,130,37,42,31,10,26,39,9,33,20,39,154,12,18,21,17,332,448,102,1,26,41,33,91,179,33
"PGLYRP1",7,0,4,0,33,17,14,62,0,10,0,0,23,1,17,1,2,2,5,2,0,1,0,7,0,0,3,1,1,1,1,1,8,0,1,23,0,0,1,59,2,0,96,1,3,0,0,0,1,0,0,0,0,22,0,0,0,0,3,6,9,1,0,0,1,5,2,2
"PGLYRP3",1,0,0,0,18,1,10,3,2,13,0,1,1,1,76,0,0,0,0,0,0,0,1,7,1,17,2,0,4,0,1,1,1,0,0,7,1,7,1,44,0,1,4,0,0,0,0,3,0,0,0,1,0,10,0,0,0,1,10,9,2,13,0,0,0,1,0,0
"PHOSPHO1",6,0,3,2,144,37,37,285,0,57,1,0,3,1,20,0,2,4,9,3,2,0,3,11,6,24,0,2,8,0,1,2,15,1,0,58,1,1,1,144,0,1,22,4,1,0,3,1,1,0,0,3,4,45,0,2,3,2,7,46,10,2,0,0,1,13,13,1
"PI3",15572,1944,881,5486,53463,1612,55166,14384,5646,75143,1776,3293,1493,7289,281017,8683,3628,769,21237,862,6949,279,1683,62426,1332,57164,5431,655,4964,115,5937,957,82229,763,800,58712,1301,24075,746,115321,309,3160,16712,1418,1740,1019,1524,5542,1796,340,1547,431,3470,16624,1077,489,1045,1512,62506,89857,21607,175,1545,1383,1236,23013,50979,2492
"PILRA",249,23,173,76,884,147,265,1815,104,712,144,184,2865,57,358,231,188,156,116,56,318,40,185,203,77,107,52,245,98,155,59,119,245,62,97,410,188,388,155,747,107,357,708,118,291,100,106,339,153,88,138,102,141,604,103,111,117,104,429,418,272,97,22,277,216,335,549,106
"PLA2G3",123,1,36,4,168,19,5,36,8,48,0,1,0,12,801,3,1,1,22,2,4,0,0,31,1,10,0,0,1,1,3,0,33,2,1,48,0,15,2,81,3,4,87,0,0,0,0,2,0,0,0,1,7,30,0,1,0,0,158,76,59,6,6,3,8,33,79,7
"PLAU",1095,229,953,156,2998,1132,4405,10720,722,6205,472,1135,11006,234,1931,688,1176,713,1377,577,1120,38,487,4039,134,3075,204,937,466,767,257,370,1000,242,510,5828,469,1402,560,11305,707,1323,9586,426,882,838,441,974,404,423,481,245,759,11110,500,544,480,384,2771,5875,3802,525,180,976,992,1449,4847,617
"PLAUR",3311,1738,713,3108,5046,1302,6656,10416,2195,8371,439,2240,3207,3570,15589,1094,2460,1041,2078,776,1235,203,1753,4253,4322,5852,1852,1473,3067,551,2300,1547,9538,695,788,12722,956,2239,1162,10335,558,1378,6883,622,1174,911,865,1695,681,649,871,528,2395,3506,411,611,735,970,4309,4218,4320,244,1134,682,1663,1879,5183,714
"PLEK",1765,183,805,205,13247,1366,5454,23516,1038,5383,627,756,30146,177,4680,1555,835,967,1028,451,2312,118,703,2485,203,3154,591,1217,3338,724,514,2154,2243,595,661,3418,889,1912,873,5846,787,2505,14655,1036,2391,1004,667,1991,329,470,790,653,1408,4376,1147,737,544,453,3096,5252,4568,1987,279,1654,1838,3193,4268,2208
"PPBP",3,0,3,0,14,5,12,30,2,245,0,3,16,0,231,2,2,2,5,0,1,0,3,28,0,16,1,1,2,1,0,0,19,1,0,98,0,16,1,309,0,10,28,1,1,6,0,4,3,1,0,2,3,38,3,9,0,4,52,97,3,0,2,5,3,15,24,3
"PROK2",7,0,2,0,413,2,434,2196,2,236,0,3,592,2,376,5,1,3,31,2,4,57,0,290,0,95,14,0,7,3,8,13,67,6,0,158,3,15,0,800,2,5,1652,0,9,4,0,8,5,1,2,0,19,635,1,1,3,0,76,271,78,5,3,0,5,31,21,41
"PROZ",8,0,8,1,10,0,4,8,1,20,1,1,0,0,5,1,0,0,3,0,1,0,2,2,2,1,0,0,0,1,0,1,2,0,2,1,0,3,2,7,1,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,2,5,2,0,0,0,0,1,1,0,0
"PRSS1",59,3,246,15,1797,550,14,26,2,83,6,7,5,4,611,5,6,5,103,2,4,0,11,38,5,37,3,4,6,0,7,3,10,1,1,3,1,10,1,514,2,2,276,2,4,1,3,1,3,2,1,1,3,60,6,8,16,1,15,215,9,2257,20,7,3,325,65,119
"REG3A",2962,124,2306,123,32168,9449,354,538,128,3575,199,139,116,168,2157,280,130,99,17789,107,117,24,591,132,80,202,136,109,103,120,575,95,1942,186,42,162,41,3453,56,982,56,82,6504,71,103,83,87,135,2,45,81,39,84,782,125,188,729,74,2582,7879,903,109294,1128,431,134,16491,4159,7411
